WDJname,GaiaEDR3,Pwd,amax,MassH,e_MassH,MassHe,e_MassHe,Massmix,e_Massmix,rgeo,Radius (pc),Radius (m),Mass (kg)
WDJ002857.62-171908.04,2.37E+18,0.99442,0.49951,0.737623,1.14E-01,0.678178,0.120619,0.589567,0.120803,130.7467,0.0653093,2.02E+15,1.39E+30
WDJ004646.90-451104.19,4.98E+18,0.995712,0.175117,0.737698,5.16E-02,0.652671,0.052912,0.584156,0.061644,148.5229,0.0260089,8.03E+14,1.39E+30
WDJ002551.55-555105.72,4.92E+18,0.997458,0.589964,0.73773,3.48E-01,0.692299,0.393553,0.692564,0.394384,514.189,0.303353,9.36E+15,1.40E+30
WDJ004517.31+141138.53,2.78E+18,0.987907,0.743467,0.73799,3.05E-01,0.679494,0.275957,0.579589,0.270236,255.7331,0.1901291,5.87E+15,1.40E+30
WDJ004903.00-682603.81,4.70E+18,0.98821,0.801504,0.738061,3.93E-01,0.670417,0.359262,0.579902,0.404046,327.3769,0.2623939,8.10E+15,1.40E+30
WDJ002826.85-355434.64,5.00E+18,0.997296,0.626573,0.738188,3.83E-01,0.692896,0.433287,0.693117,0.433232,462.5781,0.2898389,8.94E+15,1.40E+30
WDJ004245.20+340306.69,3.62E+17,0.99884,0.82685,0.738293,2.35E-01,0.681121,0.23171,,,96.95287,0.0801655,2.47E+15,1.40E+30
WDJ003616.30+441401.37,3.88E+17,0.998983,0.419271,0.738674,2.93E-01,0.755132,0.42071,0.760198,0.432902,410.4785,0.1721017,5.31E+15,1.40E+30
WDJ004449.39-184551.59,2.37E+18,0.995493,0.224819,0.738731,4.22E-02,0.671447,0.045655,,,57.99859,0.0130392,4.02E+14,1.40E+30
WDJ003651.83+122513.38,2.78E+18,0.990398,0.806733,0.738833,2.87E-01,0.638016,0.270025,0.593416,0.310894,309.9877,0.2500773,7.72E+15,1.40E+30
WDJ002840.60-621321.19,4.90E+18,0.988947,0.766357,0.738956,3.82E-01,0.645536,0.364339,0.578805,0.447438,359.4435,0.275462,8.50E+15,1.40E+30
WDJ004030.17+382639.19,3.68E+17,0.992707,1.134564,0.739126,3.68E-01,0.670852,0.373608,,,198.8251,0.2255797,6.96E+15,1.40E+30
WDJ004154.53+122914.59,2.78E+18,0.998645,1.447575,0.739149,3.64E-01,0.671413,0.347288,,,134.0293,0.1940174,5.99E+15,1.40E+30
WDJ003456.09-232231.72,2.35E+18,0.99234,0.352226,0.739282,1.37E-01,0.665773,0.136318,0.567042,0.114548,150.3686,0.0529637,1.63E+15,1.40E+30
WDJ004748.05+025411.69,2.55E+18,0.994391,1.007591,0.739389,2.62E-01,0.661104,0.257575,,,102.1038,0.1028788,3.18E+15,1.40E+30
WDJ003544.52-225452.06,2.35E+18,0.999043,0.760543,0.739481,4.35E-01,,,,,586.1634,0.4458024,1.38E+16,1.40E+30
WDJ003004.89+271426.87,2.86E+18,0.995901,0.309228,0.739524,5.94E-02,0.670124,0.064685,,,68.10182,0.021059,6.50E+14,1.40E+30
WDJ004206.24+323025.25,3.62E+17,0.994761,0.4264,0.739651,1.81E-01,0.654704,0.196648,0.619698,0.205159,291.018,0.1240901,3.83E+15,1.40E+30
WDJ004514.54+314844.18,3.61E+17,0.999331,0.444918,0.739818,2.28E-01,0.812073,0.245086,0.815173,0.246553,420.4047,0.1870456,5.77E+15,1.40E+30
WDJ002614.36+512924.96,4.19E+17,0.977176,1.436454,0.739983,4.29E-01,0.662861,0.460801,0.649042,0.501304,718.7292,1.0324211,3.19E+16,1.40E+30
WDJ004946.23+343810.06,3.64E+17,0.993826,0.488243,0.740414,2.23E-01,0.654325,0.208481,0.587141,0.229565,265.8419,0.1297955,4.01E+15,1.40E+30
WDJ004438.10+415317.80,3.87E+17,0.993326,0.755733,0.740433,3.80E-01,0.641986,0.436282,0.631554,0.49507,480.0265,0.3627718,1.12E+16,1.40E+30
WDJ002730.20-201805.76,2.36E+18,0.98824,0.873772,0.740436,3.84E-01,0.679211,0.359753,0.579492,0.355158,290.7185,0.2540217,7.84E+15,1.40E+30
WDJ003538.29+213326.80,2.80E+18,0.98873,1.116208,0.740478,3.55E-01,0.66461,0.383771,0.654728,0.424281,455.4177,0.5083408,1.57E+16,1.40E+30
WDJ003917.52+232753.33,2.81E+18,0.996643,0.467861,0.740598,1.35E-01,0.64453,0.147507,0.609089,0.155765,234.0553,0.1095054,3.38E+15,1.40E+30
WDJ003940.89-192537.94,2.36E+18,0.994075,0.606432,0.740598,1.14E-01,0.683134,0.121364,0.594989,0.120734,136.4509,0.0827482,2.55E+15,1.40E+30
WDJ003636.02+251318.52,2.81E+18,0.995768,0.879384,0.740609,1.84E-01,0.67546,0.198654,,,142.033,0.1249015,3.85E+15,1.40E+30
WDJ003117.28+530012.64,4.16E+17,0.997927,0.299343,0.741068,1.52E-01,0.696125,0.189047,0.695998,0.188703,270.5803,0.0809963,2.50E+15,1.40E+30
WDJ003955.31-412548.09,4.99E+18,0.99503,0.425474,0.741131,2.42E-01,0.633233,0.218914,0.57069,0.251506,303.545,0.1291505,3.99E+15,1.40E+30
WDJ002941.79+254224.24,2.81E+18,0.993134,0.12784,0.741144,3.25E-02,0.67486,0.032566,0.576098,0.031431,69.0974,0.0088334,2.73E+14,1.40E+30
WDJ003130.35+301554.59,2.86E+18,0.995297,0.454719,0.741251,1.25E-01,0.679774,0.137548,,,114.7509,0.0521794,1.61E+15,1.40E+30
WDJ002739.53-001741.72,2.54E+18,0.995926,0.374597,0.741439,1.27E-01,0.655255,0.134441,0.607664,0.155907,213.4864,0.0799714,2.47E+15,1.40E+30
WDJ004545.80+474326.51,3.90E+17,0.999536,0.347754,0.741722,2.56E-01,0.805212,0.22941,0.809409,0.229449,449.2162,0.1562167,4.82E+15,1.40E+30
WDJ004943.70+573143.30,4.24E+17,0.976217,2.947304,0.74186,5.23E-01,0.667382,0.527793,,,449.3375,1.3243322,4.09E+16,1.40E+30
WDJ003522.21+175620.92,2.79E+18,0.991044,0.631407,0.742025,2.74E-01,0.6541,0.242945,0.559305,0.24363,233.8509,0.1476551,4.56E+15,1.40E+30
WDJ003828.12+365527.49,3.66E+17,0.995868,0.938834,0.742148,2.67E-01,0.669675,0.257954,,,134.4334,0.1262107,3.89E+15,1.40E+30
WDJ003728.78-461951.38,4.98E+18,0.988166,0.726401,0.742305,3.25E-01,0.703654,0.312793,0.660153,0.342522,413.2946,0.3002176,9.26E+15,1.40E+30
WDJ003529.89-563537.68,4.92E+18,0.996177,0.894726,0.742355,2.85E-01,0.673778,0.283342,,,158.9754,0.1422394,4.39E+15,1.40E+30
WDJ004533.48+610120.41,4.27E+17,0.996047,0.444727,0.742512,1.22E-01,0.67803,0.132777,,,123.6134,0.0549742,1.70E+15,1.40E+30
WDJ002903.64+120850.14,2.75E+18,0.993294,0.865912,0.742752,2.57E-01,0.686301,0.249198,0.598405,0.237206,193.9511,0.1679445,5.18E+15,1.40E+30
WDJ003347.68+214548.25,2.80E+18,0.995525,0.296641,0.743031,6.32E-02,0.670585,0.066724,0.609425,0.080073,145.1796,0.0430662,1.33E+15,1.41E+30
WDJ002613.07+072241.58,2.75E+18,0.955632,1.856076,0.743385,4.66E-01,0.677412,0.461226,0.581148,0.452244,384.2153,0.7131324,2.20E+16,1.41E+30
WDJ004120.83-570623.91,4.91E+18,0.983489,1.49277,0.743556,4.89E-01,0.683475,0.537132,,,247.5635,0.3695552,1.14E+16,1.41E+30
WDJ003601.82+144834.89,2.78E+18,0.999094,0.749963,0.743561,3.24E-01,0.814305,0.32041,0.818372,0.320653,505.8201,0.3793463,1.17E+16,1.41E+30
WDJ004127.59+325253.35,3.62E+17,0.938518,1.982456,0.743616,6.44E-01,0.663353,0.588068,,,673.9092,1.3359945,4.12E+16,1.41E+30
WDJ002552.03-120508.25,2.42E+18,0.998747,0.499385,0.743738,2.32E-01,0.811764,0.352942,0.813423,0.353782,341.1397,0.1703601,5.26E+15,1.41E+30
WDJ004325.82+211656.93,2.80E+18,0.995264,0.407688,0.743743,1.72E-01,0.638871,0.172725,0.574801,0.176855,254.4677,0.1037434,3.20E+15,1.41E+30
WDJ005013.99+394125.62,3.68E+17,0.998895,0.643137,0.743837,4.05E-01,0.846345,0.421506,0.848832,0.423918,646.3569,0.415696,1.28E+16,1.41E+30
WDJ003927.47-243107.29,2.35E+18,0.999612,2.263498,0.743937,3.71E-01,0.674627,0.356619,,,150.0093,0.3395454,1.05E+16,1.41E+30
WDJ002543.94+154532.53,2.79E+18,0.996294,0.479386,0.7442,1.33E-01,0.657615,0.14742,0.626737,0.174761,227.3125,0.1089704,3.36E+15,1.41E+30
WDJ002612.81-734116.86,4.69E+18,0.995029,0.169057,0.744403,3.53E-02,0.687315,0.03765,0.599379,0.037797,73.27135,0.012387,3.82E+14,1.41E+30
WDJ003810.24+273028.39,2.81E+18,0.999406,0.741755,0.744622,1.94E-01,0.676019,0.194081,,,93.80597,0.069581,2.15E+15,1.41E+30
WDJ002854.14-060819.73,2.53E+18,0.986508,1.208859,0.744762,4.70E-01,0.664123,0.523305,0.656447,0.609411,543.4399,0.656942,2.03E+16,1.41E+30
WDJ003939.66+274932.06,2.81E+18,0.987606,1.791298,0.744895,3.77E-01,0.672283,0.386165,,,149.3,0.2674407,8.25E+15,1.41E+30
WDJ003218.62-644444.07,4.71E+18,0.98584,1.463571,0.744902,4.41E-01,0.67229,0.457881,,,183.8175,0.2690299,8.30E+15,1.41E+30
WDJ004213.95+642130.27,5.24E+17,0.991112,0.560704,0.745186,1.83E-01,0.652718,0.184115,0.576992,0.179781,269.1643,0.1509215,4.66E+15,1.41E+30
WDJ002915.94+263855.25,2.86E+18,0.997021,0.953003,0.745407,2.24E-01,0.674235,0.22327,,,141.7703,0.1351075,4.17E+15,1.41E+30
WDJ004837.56-222435.47,2.35E+18,0.999532,0.544162,0.745419,2.09E-01,0.791895,0.1892,0.796151,0.189355,406.2633,0.2210731,6.82E+15,1.41E+30
WDJ003155.29+103944.27,2.75E+18,0.992703,0.7094,0.745438,2.37E-01,0.693751,0.243286,0.599635,0.20568,193.9938,0.1376192,4.25E+15,1.41E+30
WDJ004147.84-722825.63,4.69E+18,0.99808,0.438319,0.745469,3.40E-01,0.734159,0.465711,0.736286,0.506778,440.3865,0.1930298,5.96E+15,1.41E+30
WDJ002938.82+130242.48,2.78E+18,0.977653,1.75862,0.745594,4.02E-01,0.682154,0.418382,0.656306,0.487079,474.8638,0.8351045,2.58E+16,1.41E+30
WDJ004258.42+321429.65,3.61E+17,0.999083,0.159566,0.745648,5.80E-02,0.730508,0.079999,0.731843,0.081728,181.0523,0.0288898,8.91E+14,1.41E+30
WDJ003240.09+292900.93,2.86E+18,0.996839,0.286151,0.745706,1.01E-01,0.647156,0.110101,0.610148,0.130312,172.4959,0.0493599,1.52E+15,1.41E+30
WDJ003554.78+461505.70,3.89E+17,0.998685,0.339636,0.745763,2.07E-01,0.733026,0.29504,0.735547,0.301546,373.9233,0.1269978,3.92E+15,1.41E+30
WDJ003823.17+384004.31,3.68E+17,0.977704,0.568337,0.745795,3.83E-01,0.663287,0.362893,0.609325,0.439269,371.0923,0.2109054,6.51E+15,1.41E+30
WDJ002950.48-075402.72,2.43E+18,0.999313,0.443381,0.745829,2.71E-01,0.789243,0.248505,0.793308,0.248672,433.4883,0.1922005,5.93E+15,1.41E+30
WDJ004429.22-484708.97,4.97E+18,0.993521,0.559856,0.745841,2.85E-01,0.690149,0.282166,0.600719,0.272295,180.5788,0.1010981,3.12E+15,1.41E+30
WDJ003034.54+480537.26,3.91E+17,0.979537,1.355569,0.745916,4.46E-01,0.689681,0.427092,0.598124,0.457485,459.3544,0.6226864,1.92E+16,1.41E+30
WDJ003033.10+070657.77,2.75E+18,0.998621,0.205411,0.745992,4.58E-02,0.694695,0.058043,0.692812,0.060474,149.3043,0.0306688,9.46E+14,1.41E+30
WDJ004739.80+382036.04,3.68E+17,0.993509,0.503384,0.746418,2.10E-01,0.684103,0.218224,0.595464,0.18997,164.8086,0.082962,2.56E+15,1.41E+30
WDJ004438.08-200938.34,2.35E+18,0.980653,1.734652,0.746655,4.95E-01,0.694937,0.490335,0.601462,0.477777,280.5508,0.4866577,1.50E+16,1.41E+30
WDJ004255.38+344842.13,3.62E+17,0.993535,0.582445,0.74676,3.17E-01,0.689823,0.354137,0.679878,0.3989,370.9023,0.2160302,6.67E+15,1.41E+30
WDJ004530.49+343416.29,3.62E+17,0.991796,0.986499,0.746949,3.57E-01,0.687731,0.365682,0.601077,0.348517,215.6344,0.2127231,6.56E+15,1.41E+30
WDJ004117.04-242742.63,2.35E+18,0.993331,0.619744,0.747107,1.65E-01,0.687419,0.171499,0.596341,0.143783,161.254,0.0999362,3.08E+15,1.41E+30
WDJ004425.93+063703.66,2.56E+18,0.994121,0.825053,0.747123,2.33E-01,0.689024,0.244487,0.600321,0.219665,158.1162,0.1304542,4.03E+15,1.41E+30
WDJ003905.35-225727.46,2.35E+18,0.993409,1.006055,0.747188,3.00E-01,0.68854,0.292755,0.599947,0.283675,194.4869,0.1956644,6.04E+15,1.41E+30
WDJ003736.75+072040.63,2.56E+18,0.997007,0.852203,0.747342,2.00E-01,0.67737,0.21719,,,128.4097,0.1094311,3.38E+15,1.41E+30
WDJ002934.46+510551.13,4.16E+17,0.991628,0.38566,0.74736,2.19E-01,0.67989,0.20537,0.584979,0.200166,187.4274,0.0722833,2.23E+15,1.41E+30
WDJ003948.22+103722.75,2.75E+18,0.998861,0.533983,0.74745,2.69E-01,0.807094,0.256168,0.811092,0.256202,387.9746,0.2071719,6.39E+15,1.41E+30
WDJ004718.34+475542.86,3.90E+17,0.98437,0.709727,0.747457,3.47E-01,0.687279,0.334637,0.589848,0.321453,248.4678,0.1763443,5.44E+15,1.41E+30
WDJ003501.76-415325.55,4.99E+18,0.994876,0.862771,0.747646,3.35E-01,0.677023,0.340763,,,174.3303,0.1504071,4.64E+15,1.41E+30
WDJ004133.62+514014.64,4.16E+17,0.98573,0.539001,0.747648,6.23E-01,0.694446,0.409749,0.697959,0.410824,921.8072,0.496855,1.53E+16,1.41E+30
WDJ003157.25+385001.54,3.79E+17,0.994924,0.349947,0.748068,1.73E-01,0.660834,0.179664,0.602134,0.195642,221.0584,0.0773587,2.39E+15,1.41E+30
WDJ003253.89+222219.69,2.81E+18,0.995392,0.399639,0.748425,1.67E-01,0.633033,0.167934,0.565887,0.171994,223.7334,0.0894126,2.76E+15,1.42E+30
WDJ004900.47-702320.54,4.69E+18,0.996674,0.335648,0.748453,8.26E-02,0.677639,0.090055,,,84.64924,0.0284123,8.77E+14,1.42E+30
WDJ003456.52-102915.50,2.43E+18,0.995237,0.443585,0.748465,1.95E-01,0.637543,0.19609,0.569196,0.207789,199.1026,0.0883189,2.73E+15,1.42E+30
WDJ003856.15+024854.81,2.55E+18,0.994521,1.030616,0.748551,2.49E-01,0.689313,0.250107,0.602127,0.230343,194.6326,0.2005914,6.19E+15,1.42E+30
WDJ003409.17+262305.97,2.81E+18,0.991239,0.94899,0.748614,2.31E-01,0.684302,0.236882,0.587463,0.199875,208.577,0.1979374,6.11E+15,1.42E+30
WDJ003936.24-140239.32,2.37E+18,0.996789,1.530001,0.748717,3.19E-01,0.677794,0.296775,,,114.4869,0.175165,5.41E+15,1.42E+30
WDJ003556.35-180639.68,2.36E+18,0.977781,1.359597,0.749156,5.24E-01,0.70094,0.495708,0.607762,0.475176,266.037,0.361703,1.12E+16,1.42E+30
WDJ004225.52+042951.78,2.55E+18,0.995438,0.306605,0.749328,9.04E-02,0.661169,0.090873,0.588409,0.106545,157.127,0.0481759,1.49E+15,1.42E+30
WDJ004434.41-095639.74,2.38E+18,0.989763,0.982308,0.74934,3.08E-01,0.652919,0.277292,0.567345,0.296583,319.8193,0.314161,9.69E+15,1.42E+30
WDJ002617.71+453320.48,3.89E+17,0.999079,0.228461,0.749396,1.92E-01,0.810215,0.163411,0.81327,0.163965,479.9217,0.1096434,3.38E+15,1.42E+30
WDJ004359.09+234537.75,2.80E+18,0.991603,0.704808,0.749555,2.02E-01,0.688352,0.219591,,,170.2492,0.119993,3.70E+15,1.42E+30
WDJ003919.07+075607.28,2.56E+18,0.972038,1.377618,0.749614,6.01E-01,0.697637,0.484197,,,358.9855,0.4945447,1.53E+16,1.42E+30
WDJ004744.78+330753.86,3.61E+17,0.991869,0.874451,0.749628,3.61E-01,0.694876,0.355598,0.607048,0.3494,231.345,0.2022998,6.24E+15,1.42E+30
WDJ003547.22+190842.68,2.80E+18,0.994971,0.601484,0.749691,2.36E-01,0.637339,0.220866,0.58894,0.254644,270.1977,0.1625196,5.02E+15,1.42E+30
WDJ002638.25-593803.38,4.91E+18,0.998099,0.863116,0.749849,2.70E-01,0.679009,0.251668,,,124.9125,0.107814,3.33E+15,1.42E+30
WDJ002643.22+863414.55,5.74E+17,0.999618,1.413918,0.749875,3.25E-01,0.68581,0.298949,,,124.8602,0.176542,5.45E+15,1.42E+30
WDJ003445.36+152456.80,2.78E+18,0.998378,0.726298,0.749921,5.01E-01,0.767775,0.421878,0.772258,0.422285,704.3287,0.5115525,1.58E+16,1.42E+30
WDJ004129.66+031154.84,2.55E+18,0.996479,0.615458,0.749932,1.70E-01,0.68367,0.184402,,,121.4136,0.074725,2.31E+15,1.42E+30
WDJ002811.40+540246.48,4.20E+17,0.993902,0.363795,0.750075,1.45E-01,0.65247,0.141736,0.570108,0.137511,208.1475,0.075723,2.34E+15,1.42E+30
WDJ004505.96+403541.16,3.69E+17,0.993201,0.151598,0.750233,7.80E-02,0.677971,0.076256,0.578762,0.073542,91.26301,0.0138353,4.27E+14,1.42E+30
WDJ003737.36-270720.22,2.34E+18,0.994961,1.382193,0.750305,3.53E-01,0.691205,0.337023,,,124.3867,0.1719263,5.31E+15,1.42E+30
WDJ004646.94-003711.62,2.53E+18,0.993883,0.594061,0.750621,2.28E-01,0.651069,0.204405,0.568129,0.218074,236.1374,0.14028,4.33E+15,1.42E+30
WDJ004151.09-570642.26,4.91E+18,0.99718,0.421809,0.750683,2.13E-01,0.700224,0.262819,0.69699,0.277541,345.5002,0.1457351,4.50E+15,1.42E+30
WDJ004203.65+090618.40,2.75E+18,0.990746,0.877825,0.750875,3.53E-01,0.69839,0.340354,0.60294,0.321422,228.3441,0.2004461,6.19E+15,1.42E+30
WDJ003235.35-465208.69,4.98E+18,0.990653,0.852447,0.75121,3.23E-01,0.692909,0.309396,0.59923,0.288061,271.8994,0.2317798,7.15E+15,1.42E+30
WDJ002710.82-253722.35,2.35E+18,0.997033,0.598811,0.751337,2.40E-01,0.671945,0.267661,0.662153,0.293098,347.0346,0.2078081,6.41E+15,1.42E+30
WDJ003015.49+635522.11,4.31E+17,0.993014,0.405071,0.751754,1.23E-01,0.692545,0.131896,0.604748,0.131382,135.13,0.0547372,1.69E+15,1.42E+30
WDJ004442.55+600613.49,4.27E+17,0.985743,0.592225,0.751882,2.40E-01,0.686433,0.267639,0.679558,0.28515,376.3983,0.2229125,6.88E+15,1.42E+30
WDJ003434.92+420314.05,3.82E+17,0.991255,0.758002,0.751973,2.08E-01,0.680553,0.223278,,,123.8984,0.0939153,2.90E+15,1.42E+30
WDJ002744.90+695225.94,5.30E+17,0.996587,0.245705,0.752103,6.42E-02,0.688493,0.070651,,,89.76897,0.0220567,6.81E+14,1.42E+30
WDJ002820.82+585954.34,4.28E+17,0.996999,0.121331,0.75242,3.35E-02,0.665459,0.037376,0.633066,0.045506,120.1136,0.0145735,4.50E+14,1.42E+30
WDJ002846.71+595324.62,4.29E+17,0.996893,0.335805,0.752494,1.78E-01,0.787966,0.231143,0.79724,0.228882,320.2253,0.1075332,3.32E+15,1.42E+30
WDJ003801.20+552700.67,4.19E+17,0.986035,0.894948,0.752505,3.54E-01,0.695696,0.324687,0.596311,0.327531,301.4906,0.2698184,8.33E+15,1.42E+30
WDJ004640.90-734908.95,4.69E+18,0.999571,0.2548,0.752678,1.27E-01,0.86182,0.113703,0.865895,0.114112,389.7701,0.0993134,3.06E+15,1.42E+30
WDJ002703.60+354105.94,3.66E+17,0.995967,0.63313,0.753191,7.44E-01,0.747276,0.406965,0.74977,0.41043,934.3765,0.5915818,1.83E+16,1.42E+30
WDJ002913.57-021230.44,2.54E+18,0.997704,0.712794,0.753353,2.31E-01,0.673033,0.246277,0.668723,0.25805,349.3054,0.2489828,7.68E+15,1.42E+30
WDJ002747.65-124920.27,2.42E+18,0.995459,1.654235,0.753559,3.12E-01,0.693052,0.315028,,,187.6692,0.3104487,9.58E+15,1.42E+30
WDJ002738.10+600758.68,4.29E+17,0.996858,0.284353,0.75356,1.41E-01,0.689082,0.172098,0.687584,0.178888,270.9437,0.0770437,2.38E+15,1.42E+30
WDJ003309.64-463914.03,4.98E+18,0.999078,0.320522,0.753814,2.22E-01,0.843401,0.200855,0.847865,0.201101,569.5617,0.1825571,5.63E+15,1.43E+30
WDJ003022.72-682531.89,4.70E+18,0.993364,0.742794,0.75387,2.72E-01,0.657496,0.255122,0.592842,0.300958,303.3746,0.2253448,6.95E+15,1.43E+30
WDJ004041.97+345518.25,3.65E+17,0.984543,0.784273,0.753952,3.74E-01,0.664903,0.345945,0.581972,0.389129,344.7203,0.2703548,8.34E+15,1.43E+30
WDJ004758.68+533731.12,4.17E+17,0.997917,0.367043,0.75417,1.53E-01,0.708703,0.182149,0.708447,0.182179,312.7448,0.1147908,3.54E+15,1.43E+30
WDJ002817.29-363248.26,5.00E+18,0.999069,0.744398,0.75453,2.79E-01,0.685593,0.258289,,,114.5177,0.0852467,2.63E+15,1.43E+30
WDJ002953.10-402117.25,4.99E+18,0.995909,0.172734,0.75458,5.67E-02,0.662587,0.05884,0.604236,0.072663,142.5152,0.0246172,7.60E+14,1.43E+30
WDJ003911.08-351331.66,5.00E+18,0.989743,0.15235,0.754622,4.57E-02,0.690399,0.046494,0.593177,0.04484,88.2705,0.013448,4.15E+14,1.43E+30
WDJ004056.17-080908.56,2.52E+18,0.99611,0.170284,0.754693,2.24E-02,0.684269,0.024577,,,37.42384,0.0063727,1.97E+14,1.43E+30
WDJ003312.43-723941.55,4.69E+18,0.995019,0.785677,0.75479,3.02E-01,0.673038,0.32967,0.665017,0.353621,512.4965,0.4026567,1.24E+16,1.43E+30
WDJ003211.34+393000.75,3.81E+17,0.989569,0.767775,0.754807,3.64E-01,0.675355,0.394101,0.663543,0.441846,504.7043,0.3874993,1.20E+16,1.43E+30
WDJ003230.15+600616.03,4.29E+17,0.997609,0.226351,0.754824,5.72E-02,0.680651,0.070319,0.667048,0.081989,168.2903,0.0380927,1.18E+15,1.43E+30
WDJ003623.09-441800.53,4.98E+18,0.996951,0.7096,0.754864,7.21E-01,,,,,1581.331,1.1221125,3.46E+16,1.43E+30
WDJ003922.60-021236.56,2.53E+18,0.994256,1.310127,0.755052,2.69E-01,0.692152,0.26958,,,175.1331,0.2294466,7.08E+15,1.43E+30
WDJ004652.97-472101.71,4.98E+18,0.980559,1.514081,0.755198,7.14E-01,0.697111,0.656154,,,305.6326,0.4627523,1.43E+16,1.43E+30
WDJ002743.25+180102.48,2.79E+18,0.991696,0.810035,0.755206,2.62E-01,0.684064,0.243427,0.585552,0.22342,216.7101,0.1755427,5.42E+15,1.43E+30
WDJ003739.73-242834.16,2.35E+18,0.998399,0.150151,0.755347,3.35E-02,0.707525,0.045071,0.704411,0.048043,126.6875,0.0190222,5.87E+14,1.43E+30
WDJ003604.10+365509.49,3.67E+17,0.999537,0.292177,0.755383,2.27E-01,0.855304,0.201347,0.859656,0.20198,416.213,0.1216079,3.75E+15,1.43E+30
WDJ002533.93-390427.68,5.00E+18,0.999531,0.194116,0.755425,9.93E-02,0.823098,0.110891,0.826347,0.111902,254.2955,0.0493628,1.52E+15,1.43E+30
WDJ003133.51+391601.20,3.79E+17,0.993118,0.5169,0.755659,2.08E-01,0.692294,0.210617,0.597523,0.177256,176.9434,0.0914621,2.82E+15,1.43E+30
WDJ002808.92-752554.45,4.69E+18,0.998469,0.612191,0.755765,3.08E-01,0.736322,0.388229,0.737438,0.395579,427.0796,0.2614543,8.07E+15,1.43E+30
WDJ004149.95+251842.90,2.81E+18,0.996245,0.605036,0.755818,1.69E-01,0.689737,0.183352,,,126.6079,0.0766023,2.36E+15,1.43E+30
WDJ003751.51+221750.20,2.80E+18,0.996882,0.706899,0.755887,2.61E-01,0.697173,0.290457,0.694504,0.30286,354.4349,0.2505497,7.73E+15,1.43E+30
WDJ004141.47-011832.72,2.53E+18,0.991862,0.93049,0.756062,3.52E-01,0.697234,0.336004,0.626291,0.388723,355.1425,0.3304565,1.02E+16,1.43E+30
WDJ002934.49-671320.63,4.71E+18,0.993595,0.553642,0.756187,2.44E-01,0.673528,0.227632,0.597319,0.249707,278.0077,0.1539167,4.75E+15,1.43E+30
WDJ002550.17+362133.57,3.66E+17,0.999205,0.29518,0.756658,7.70E-02,0.682555,0.081591,,,66.31137,0.0195738,6.04E+14,1.43E+30
WDJ003641.45-540643.25,4.92E+18,0.997018,0.521389,0.756862,2.21E-01,0.689289,0.255161,0.682689,0.273136,358.9931,0.187175,5.78E+15,1.43E+30
WDJ004012.05+281859.55,2.81E+18,0.998056,0.685388,0.756996,1.88E-01,0.685031,0.200947,,,111.4361,0.076377,2.36E+15,1.43E+30
WDJ004637.71+235445.21,2.80E+18,0.991721,0.724777,0.757,2.45E-01,0.693847,0.244821,0.595191,0.21131,199.8988,0.1448821,4.47E+15,1.43E+30
WDJ004004.20+161049.60,2.78E+18,0.995283,0.711246,0.757132,3.66E-01,0.755158,0.440744,0.755526,0.447093,468.0591,0.3329051,1.03E+16,1.43E+30
WDJ004804.06+030609.18,2.55E+18,0.998588,0.376251,0.757243,1.09E-01,0.682779,0.132542,0.680954,0.138255,225.1917,0.0847286,2.61E+15,1.43E+30
WDJ004157.91+120233.32,2.78E+18,0.976423,1.919824,0.757265,4.61E-01,0.688832,0.470392,,,482.5373,0.9263861,2.86E+16,1.43E+30
WDJ004333.56-660508.93,4.71E+18,0.994713,1.361287,0.757293,4.59E-01,0.69303,0.505918,0.690558,0.523859,693.9332,0.944642,2.92E+16,1.43E+30
WDJ003711.09+253944.64,2.81E+18,0.998644,0.639178,0.757552,3.41E-01,0.783387,0.489933,0.789107,0.565527,450.1962,0.2877555,8.88E+15,1.43E+30
WDJ004955.44+485104.85,4.14E+17,0.999051,0.16213,0.757555,7.64E-02,0.742405,0.111113,0.744416,0.114013,195.361,0.0316739,9.77E+14,1.43E+30
WDJ002506.17+391832.35,3.79E+17,0.998595,0.781076,0.758047,1.93E-01,0.684252,0.203863,,,125.0285,0.0976567,3.01E+15,1.43E+30
WDJ004317.38-313744.02,5.01E+18,0.991961,0.428804,0.758341,1.85E-01,0.695701,0.188585,0.599044,0.162569,165.3101,0.0708856,2.19E+15,1.43E+30
WDJ003607.74+072212.44,2.56E+18,0.990685,1.385862,0.758697,3.62E-01,0.701403,0.354133,0.612778,0.340469,228.4306,0.3165732,9.77E+15,1.43E+30
WDJ004845.52+500740.83,4.15E+17,0.994792,0.057577,0.758729,1.58E-02,0.677992,0.015577,0.599133,0.01859,52.89301,0.0030454,9.40E+13,1.43E+30
WDJ002813.11+670830.97,5.28E+17,0.979338,1.081094,0.758818,3.19E-01,0.702287,0.347316,0.695123,0.378227,386.3116,0.4176391,1.29E+16,1.43E+30
WDJ002748.97-120738.98,2.42E+18,0.991637,0.756468,0.758868,2.54E-01,0.693443,0.254431,0.595888,0.231041,205.0706,0.1551293,4.79E+15,1.44E+30
WDJ002833.00+522635.78,4.16E+17,0.995778,0.420082,0.759026,1.35E-01,0.660703,0.143842,0.619898,0.164089,239.6201,0.1006601,3.11E+15,1.44E+30
